index,model,dataset,horizon,seed,epochs,batch_size
611,WPMixer,Electricity,720,3408,10,16
612,WPMixer,Electricity,720,3409,10,16
613,WPMixer,ILI,24,3407,10,64
614,WPMixer,ILI,24,3408,10,64
615,WPMixer,ILI,24,3409,10,64
616,WPMixer,ILI,36,3407,10,64
617,WPMixer,ILI,36,3408,10,64
618,WPMixer,ILI,36,3409,10,64
619,WPMixer,ILI,48,3407,10,64
620,WPMixer,ILI,48,3408,10,64
621,WPMixer,ILI,48,3409,10,64
622,WPMixer,ILI,60,3407,10,64
623,WPMixer,ILI,60,3408,10,64
624,WPMixer,ILI,60,3409,10,64
625,WPMixer,ExchangeRate,96,3407,10,64
626,WPMixer,ExchangeRate,96,3408,10,64
627,WPMixer,ExchangeRate,96,3409,10,64
628,WPMixer,ExchangeRate,192,3407,10,64
629,WPMixer,ExchangeRate,192,3408,10,64
630,WPMixer,ExchangeRate,192,3409,10,64
631,WPMixer,ExchangeRate,336,3407,10,64
632,WPMixer,ExchangeRate,336,3408,10,64
633,WPMixer,ExchangeRate,336,3409,10,64
634,WPMixer,ExchangeRate,720,3407,10,64
635,WPMixer,ExchangeRate,720,3408,10,64
636,WPMixer,ExchangeRate,720,3409,10,64
637,WPMixer,Traffic,96,3407,10,8
638,WPMixer,Traffic,96,3408,10,8
639,WPMixer,Traffic,96,3409,10,8
640,WPMixer,Traffic,192,3407,10,8
641,WPMixer,Traffic,192,3408,10,8
642,WPMixer,Traffic,192,3409,10,8
643,WPMixer,Traffic,336,3407,10,8
644,WPMixer,Traffic,336,3408,10,8
645,WPMixer,Traffic,336,3409,10,8
646,WPMixer,Traffic,720,3407,10,8
647,WPMixer,Traffic,720,3408,10,8
648,WPMixer,Traffic,720,3409,10,8
649,TimeFilter,ETTh1,96,3407,10,32
650,TimeFilter,ETTh1,96,3408,10,32
651,TimeFilter,ETTh1,96,3409,10,32
652,TimeFilter,ETTh1,192,3407,10,32
653,TimeFilter,ETTh1,192,3408,10,32
654,TimeFilter,ETTh1,192,3409,10,32
655,TimeFilter,ETTh1,336,3407,10,32
656,TimeFilter,ETTh1,336,3408,10,32
657,TimeFilter,ETTh1,336,3409,10,32
658,TimeFilter,ETTh1,720,3407,10,32
659,TimeFilter,ETTh1,720,3408,10,32
660,TimeFilter,ETTh1,720,3409,10,32
661,TimeFilter,ETTh2,96,3407,10,32
662,TimeFilter,ETTh2,96,3408,10,32
663,TimeFilter,ETTh2,96,3409,10,32
664,TimeFilter,ETTh2,192,3407,10,32
665,TimeFilter,ETTh2,192,3408,10,32
666,TimeFilter,ETTh2,192,3409,10,32
667,TimeFilter,ETTh2,336,3407,10,32
668,TimeFilter,ETTh2,336,3408,10,32
669,TimeFilter,ETTh2,336,3409,10,32
670,TimeFilter,ETTh2,720,3407,10,32
671,TimeFilter,ETTh2,720,3408,10,32
672,TimeFilter,ETTh2,720,3409,10,32
673,TimeFilter,ETTm1,96,3407,10,32
674,TimeFilter,ETTm1,96,3408,10,32
675,TimeFilter,ETTm1,96,3409,10,32
676,TimeFilter,ETTm1,192,3407,10,32
677,TimeFilter,ETTm1,192,3408,10,32
678,TimeFilter,ETTm1,192,3409,10,32
679,TimeFilter,ETTm1,336,3407,10,32
680,TimeFilter,ETTm1,336,3408,10,32
681,TimeFilter,ETTm1,336,3409,10,32
682,TimeFilter,ETTm1,720,3407,10,32
683,TimeFilter,ETTm1,720,3408,10,32
684,TimeFilter,ETTm1,720,3409,10,32
685,TimeFilter,ETTm2,96,3407,10,32
686,TimeFilter,ETTm2,96,3408,10,32
687,TimeFilter,ETTm2,96,3409,10,32
688,TimeFilter,ETTm2,192,3407,10,32
689,TimeFilter,ETTm2,192,3408,10,32
690,TimeFilter,ETTm2,192,3409,10,32
691,TimeFilter,ETTm2,336,3407,10,32
692,TimeFilter,ETTm2,336,3408,10,32
693,TimeFilter,ETTm2,336,3409,10,32
694,TimeFilter,ETTm2,720,3407,10,32
695,TimeFilter,ETTm2,720,3408,10,32
696,TimeFilter,ETTm2,720,3409,10,32
697,TimeFilter,Weather,96,3407,10,32
698,TimeFilter,Weather,96,3408,10,32
699,TimeFilter,Weather,96,3409,10,32
700,TimeFilter,Weather,192,3407,10,32
701,TimeFilter,Weather,192,3408,10,32
702,TimeFilter,Weather,192,3409,10,32
703,TimeFilter,Weather,336,3407,10,32
704,TimeFilter,Weather,336,3408,10,32
705,TimeFilter,Weather,336,3409,10,32
706,TimeFilter,Weather,720,3407,10,32
707,TimeFilter,Weather,720,3408,10,32
708,TimeFilter,Weather,720,3409,10,32
709,TimeFilter,Electricity,96,3407,10,16
710,TimeFilter,Electricity,96,3408,10,16
711,TimeFilter,Electricity,96,3409,10,16
712,TimeFilter,Electricity,192,3407,10,16
713,TimeFilter,Electricity,192,3408,10,16
714,TimeFilter,Electricity,192,3409,10,16
715,TimeFilter,Electricity,336,3407,10,16
716,TimeFilter,Electricity,336,3408,10,16
717,TimeFilter,Electricity,336,3409,10,16
718,TimeFilter,Electricity,720,3407,10,16
719,TimeFilter,Electricity,720,3408,10,16
720,TimeFilter,Electricity,720,3409,10,16
721,TimeFilter,ILI,24,3407,10,32
722,TimeFilter,ILI,24,3408,10,32
723,TimeFilter,ILI,24,3409,10,32
724,TimeFilter,ILI,36,3407,10,32
725,TimeFilter,ILI,36,3408,10,32
726,TimeFilter,ILI,36,3409,10,32
727,TimeFilter,ILI,48,3407,10,32
728,TimeFilter,ILI,48,3408,10,32
729,TimeFilter,ILI,48,3409,10,32
730,TimeFilter,ILI,60,3407,10,32
731,TimeFilter,ILI,60,3408,10,32
732,TimeFilter,ILI,60,3409,10,32
733,TimeFilter,ExchangeRate,96,3407,10,32
734,TimeFilter,ExchangeRate,96,3408,10,32
735,TimeFilter,ExchangeRate,96,3409,10,32
736,TimeFilter,ExchangeRate,192,3407,10,32
737,TimeFilter,ExchangeRate,192,3408,10,32
738,TimeFilter,ExchangeRate,192,3409,10,32
739,TimeFilter,ExchangeRate,336,3407,10,32
740,TimeFilter,ExchangeRate,336,3408,10,32
741,TimeFilter,ExchangeRate,336,3409,10,32
742,TimeFilter,ExchangeRate,720,3407,10,32
743,TimeFilter,ExchangeRate,720,3408,10,32
744,TimeFilter,ExchangeRate,720,3409,10,32
745,TimeFilter,Traffic,96,3407,10,8
746,TimeFilter,Traffic,96,3408,10,8
747,TimeFilter,Traffic,96,3409,10,8
748,TimeFilter,Traffic,192,3407,10,8
749,TimeFilter,Traffic,192,3408,10,8
750,TimeFilter,Traffic,192,3409,10,8
751,TimeFilter,Traffic,336,3407,10,8
752,TimeFilter,Traffic,336,3408,10,8
753,TimeFilter,Traffic,336,3409,10,8
754,TimeFilter,Traffic,720,3407,10,8
755,TimeFilter,Traffic,720,3408,10,8
756,TimeFilter,Traffic,720,3409,10,8
757,MultiPatchFormer,ETTh1,96,3407,20,32
758,MultiPatchFormer,ETTh1,96,3408,20,32
759,MultiPatchFormer,ETTh1,96,3409,20,32
760,MultiPatchFormer,ETTh1,192,3407,20,32
761,MultiPatchFormer,ETTh1,192,3408,20,32
762,MultiPatchFormer,ETTh1,192,3409,20,32
763,MultiPatchFormer,ETTh1,336,3407,20,32
764,MultiPatchFormer,ETTh1,336,3408,20,32
765,MultiPatchFormer,ETTh1,336,3409,20,32
766,MultiPatchFormer,ETTh1,720,3407,20,32
767,MultiPatchFormer,ETTh1,720,3408,20,32
768,MultiPatchFormer,ETTh1,720,3409,20,32
769,MultiPatchFormer,ETTh2,96,3407,20,32
770,MultiPatchFormer,ETTh2,96,3408,20,32
771,MultiPatchFormer,ETTh2,96,3409,20,32
772,MultiPatchFormer,ETTh2,192,3407,20,32
773,MultiPatchFormer,ETTh2,192,3408,20,32
774,MultiPatchFormer,ETTh2,192,3409,20,32
775,MultiPatchFormer,ETTh2,336,3407,20,32
776,MultiPatchFormer,ETTh2,336,3408,20,32
777,MultiPatchFormer,ETTh2,336,3409,20,32
778,MultiPatchFormer,ETTh2,720,3407,20,32
779,MultiPatchFormer,ETTh2,720,3408,20,32
780,MultiPatchFormer,ETTh2,720,3409,20,32
781,MultiPatchFormer,ETTm1,96,3407,20,32
782,MultiPatchFormer,ETTm1,96,3408,20,32
783,MultiPatchFormer,ETTm1,96,3409,20,32
784,MultiPatchFormer,ETTm1,192,3407,20,32
785,MultiPatchFormer,ETTm1,192,3408,20,32
786,MultiPatchFormer,ETTm1,192,3409,20,32
787,MultiPatchFormer,ETTm1,336,3407,20,32
788,MultiPatchFormer,ETTm1,336,3408,20,32
789,MultiPatchFormer,ETTm1,336,3409,20,32
790,MultiPatchFormer,ETTm1,720,3407,20,32
791,MultiPatchFormer,ETTm1,720,3408,20,32
792,MultiPatchFormer,ETTm1,720,3409,20,32
793,MultiPatchFormer,ETTm2,96,3407,20,32
794,MultiPatchFormer,ETTm2,96,3408,20,32
795,MultiPatchFormer,ETTm2,96,3409,20,32
796,MultiPatchFormer,ETTm2,192,3407,20,32
797,MultiPatchFormer,ETTm2,192,3408,20,32
798,MultiPatchFormer,ETTm2,192,3409,20,32
799,MultiPatchFormer,ETTm2,336,3407,20,32
800,MultiPatchFormer,ETTm2,336,3408,20,32
801,MultiPatchFormer,ETTm2,336,3409,20,32
802,MultiPatchFormer,ETTm2,720,3407,20,32
803,MultiPatchFormer,ETTm2,720,3408,20,32
804,MultiPatchFormer,ETTm2,720,3409,20,32
805,MultiPatchFormer,Weather,96,3407,20,32
806,MultiPatchFormer,Weather,96,3408,20,32
807,MultiPatchFormer,Weather,96,3409,20,32
808,MultiPatchFormer,Weather,192,3407,20,32
809,MultiPatchFormer,Weather,192,3408,20,32
810,MultiPatchFormer,Weather,192,3409,20,32
811,MultiPatchFormer,Weather,336,3407,20,32
812,MultiPatchFormer,Weather,336,3408,20,32
813,MultiPatchFormer,Weather,336,3409,20,32
814,MultiPatchFormer,Weather,720,3407,20,32
815,MultiPatchFormer,Weather,720,3408,20,32
816,MultiPatchFormer,Weather,720,3409,20,32
817,MultiPatchFormer,Electricity,96,3407,20,16
818,MultiPatchFormer,Electricity,96,3408,20,16
819,MultiPatchFormer,Electricity,96,3409,20,16
820,MultiPatchFormer,Electricity,192,3407,20,16
821,MultiPatchFormer,Electricity,192,3408,20,16
822,MultiPatchFormer,Electricity,192,3409,20,16
823,MultiPatchFormer,Electricity,336,3407,20,16
824,MultiPatchFormer,Electricity,336,3408,20,16
825,MultiPatchFormer,Electricity,336,3409,20,16
826,MultiPatchFormer,Electricity,720,3407,20,16
827,MultiPatchFormer,Electricity,720,3408,20,16
828,MultiPatchFormer,Electricity,720,3409,20,16
829,MultiPatchFormer,ILI,24,3407,20,32
830,MultiPatchFormer,ILI,24,3408,20,32
831,MultiPatchFormer,ILI,24,3409,20,32
832,MultiPatchFormer,ILI,36,3407,20,32
833,MultiPatchFormer,ILI,36,3408,20,32
834,MultiPatchFormer,ILI,36,3409,20,32
835,MultiPatchFormer,ILI,48,3407,20,32
836,MultiPatchFormer,ILI,48,3408,20,32
837,MultiPatchFormer,ILI,48,3409,20,32
838,MultiPatchFormer,ILI,60,3407,20,32
839,MultiPatchFormer,ILI,60,3408,20,32
840,MultiPatchFormer,ILI,60,3409,20,32
841,MultiPatchFormer,ExchangeRate,96,3407,20,32
842,MultiPatchFormer,ExchangeRate,96,3408,20,32
843,MultiPatchFormer,ExchangeRate,96,3409,20,32
844,MultiPatchFormer,ExchangeRate,192,3407,20,32
845,MultiPatchFormer,ExchangeRate,192,3408,20,32
846,MultiPatchFormer,ExchangeRate,192,3409,20,32
847,MultiPatchFormer,ExchangeRate,336,3407,20,32
848,MultiPatchFormer,ExchangeRate,336,3408,20,32
849,MultiPatchFormer,ExchangeRate,336,3409,20,32
850,MultiPatchFormer,ExchangeRate,720,3407,20,32
851,MultiPatchFormer,ExchangeRate,720,3408,20,32
852,MultiPatchFormer,ExchangeRate,720,3409,20,32
853,MultiPatchFormer,Traffic,96,3407,20,8
854,MultiPatchFormer,Traffic,96,3408,20,8
855,MultiPatchFormer,Traffic,96,3409,20,8
856,MultiPatchFormer,Traffic,192,3407,20,8
857,MultiPatchFormer,Traffic,192,3408,20,8
858,MultiPatchFormer,Traffic,192,3409,20,8
859,MultiPatchFormer,Traffic,336,3407,20,8
860,MultiPatchFormer,Traffic,336,3408,20,8
861,MultiPatchFormer,Traffic,336,3409,20,8
862,MultiPatchFormer,Traffic,720,3407,20,8
863,MultiPatchFormer,Traffic,720,3408,20,8
864,MultiPatchFormer,Traffic,720,3409,20,8
