axis,dataset,model,horizon,segment,window_start,best_depth,selected_loss,optimal_loss,relative_tolerance,profiled_channels,U_mean,U_p10,U_p90,M_mean,M_p10,M_p90,seeds,local_units,window_index,relative_time,best_width_group,best_width,best_d_model,best_d_ff
depth,ETTh1,MultiPatchFormer,96,test,240,5.0,0.3556275735714286,0.3556275735714286,0.0,7,0.21847360478854333,0.12133124804045328,0.28785022365037827,0.5130310438440551,0.4109460668247349,0.6191002325925669,1,7,10,0.07092198581560284,,,,
depth,ETTh1,MultiPatchFormer,96,test,264,4.0,0.33978535585714287,0.33978535585714287,0.0,7,0.36312813756641155,0.2771719803019398,0.44651735148834865,0.5325959373150062,0.4436335377954106,0.6343691081783835,1,7,11,0.07801418439716312,,,,
depth,ETTh1,MultiPatchFormer,96,test,288,4.0,0.38870248771428567,0.38870248771428567,0.0,7,0.37926440512875,0.29841175587982705,0.4702244894926931,0.4812768418643013,0.4080318653693557,0.6070239577027611,1,7,12,0.0851063829787234,,,,
depth,ETTh1,MultiPatchFormer,96,test,312,4.0,0.4697567328571428,0.4697567328571428,0.0,7,0.37375736493648254,0.22225996489619873,0.4919477968171518,0.44626790668004196,0.39326788019564474,0.5175956118554476,1,7,13,0.09219858156028368,,,,
depth,ETTh1,MultiPatchFormer,96,test,336,4.0,0.3264379474285714,0.3264379474285714,0.0,7,0.37003896629553673,0.29729750212695305,0.45221559904681924,0.41487379063943575,0.37393719507369266,0.47976136991700724,1,7,14,0.09929078014184398,,,,
depth,ETTh1,MultiPatchFormer,96,test,360,3.0,0.30108609018571425,0.30108609018571425,0.0,7,0.2954404833057573,0.21593557039347866,0.36819010727897755,0.4521642152898425,0.4037591750009076,0.5257913186898194,1,7,15,0.10638297872340426,,,,
depth,ETTh1,MultiPatchFormer,96,test,384,4.0,0.48077777857142856,0.48077777857142856,0.0,7,0.27276663825609887,0.22642511539645893,0.31449740228107254,0.47964774971878216,0.4289430910491538,0.5300413121405025,1,7,16,0.11347517730496454,,,,
depth,ETTh1,MultiPatchFormer,96,test,408,4.0,0.18929077085714283,0.18929077085714283,0.0,7,0.3203874247649305,0.25606426083787875,0.3798850103099579,0.5090593534204209,0.47569012047817716,0.540794715237344,1,7,17,0.12056737588652482,,,,
depth,ETTh1,MultiPatchFormer,96,test,432,1.0,0.4170295664285714,0.4170295664285714,0.0,7,0.31785429119716063,0.21836900889123573,0.45358707607068516,0.46639576120580617,0.44323732460915005,0.5011407788985827,1,7,18,0.1276595744680851,,,,
depth,ETTh1,MultiPatchFormer,96,test,456,3.0,0.5268284751428571,0.5268284751428571,0.0,7,0.3262763442265599,0.3044906865801376,0.34383275671841645,0.43917806522279373,0.40130035380477797,0.494398953517261,1,7,19,0.1347517730496454,,,,
depth,ETTh1,MultiPatchFormer,96,test,480,5.0,0.8379314857142858,0.8379314857142858,0.0,7,0.29440332330150365,0.2501965941729528,0.3420538784122721,0.42108739896759195,0.3554010762274632,0.4840255186609122,1,7,20,0.14184397163120568,,,,
depth,ETTh1,MultiPatchFormer,96,test,504,4.0,0.5388714828571428,0.5388714828571428,0.0,7,0.2912129574764227,0.2493813121030119,0.34378564358175223,0.4103086559902857,0.3738796998357299,0.4735072453140022,1,7,21,0.14893617021276595,,,,
depth,ETTh1,MultiPatchFormer,96,test,528,4.0,0.31545591785714283,0.31545591785714283,0.0,7,0.42869340260868655,0.32609158376289726,0.5246738929295532,0.4195509753578718,0.37393185882046154,0.46960040420598387,1,7,22,0.15602836879432624,,,,
depth,ETTh1,MultiPatchFormer,96,test,552,5.0,0.26276344528571427,0.26276344528571427,0.0,7,0.4156914357202181,0.32987198622717306,0.5151512036564625,0.458554588516967,0.40502083020639085,0.5455061774668933,1,7,23,0.16312056737588654,,,,
depth,ETTh1,MultiPatchFormer,96,test,576,3.0,0.26085906971428574,0.26085906971428574,0.0,7,0.35077362039391363,0.2662626258164541,0.45793852574457455,0.5014386219087681,0.43232425972025157,0.5946588268456164,1,7,24,0.1702127659574468,,,,
depth,ETTh1,MultiPatchFormer,96,test,600,4.0,0.3147187924285714,0.3147187924285714,0.0,7,0.31163289565633245,0.2379370766146928,0.37091386031854423,0.45265489802768155,0.3965920929474891,0.5421471686531028,1,7,25,0.1773049645390071,,,,
