channel,u_change,u_spectral,u_surprise,m_peak,m_band,channel_effective_rank,m_channel,U,M,dataset,segment,sample_index,window_start,unit_id,loss_mae,loss_mse,model,seed,axis,depth,width_group,width,coupled_width,horizon,run_id
0,0.6047506110633571,0.10378547419583606,0.5906212743996516,0.25,0.5454282987367854,3.5366181290647676,0.4227696874728451,0.43305245321961494,0.4060659954032102,ETTh1,test,2256,2256,test:2256:0,1.0812999,1.8015714,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
1,0.3280515977056998,0.11439227799523108,0.3357626730619549,0.375,0.607574970424941,3.5366181290647676,0.4227696874728451,0.2594021829209619,0.46844821929926206,ETTh1,test,2256,2256,test:2256:1,0.60309845,0.563602,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
2,0.576146842422151,0.0918310563301507,0.7564833795567967,0.25,0.550532024049272,3.5366181290647676,0.4227696874728451,0.4748204261030328,0.40776723717403907,ETTh1,test,2256,2256,test:2256:2,1.1250668,1.9547993,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
3,0.32816816112153757,0.10187567868686573,0.37671810920780546,0.375,0.616154994150114,3.5366181290647676,0.4227696874728451,0.2689206496720696,0.47130822720765303,ETTh1,test,2256,2256,test:2256:3,0.65406495,0.7272305,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
4,0.6445941385560292,0.12430462109208024,0.47271888203725543,0.5,0.7548191913550027,3.5366181290647676,0.4227696874728451,0.41387254722845496,0.559196292942616,ETTh1,test,2256,2256,test:2256:4,0.5591671,0.6315262,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
5,0.4370925551368584,0.14490812093305458,0.3855991433761026,0.75,0.8645090247906835,3.5366181290647676,0.4227696874728451,0.32253327314867186,0.679092904087843,ETTh1,test,2256,2256,test:2256:5,0.32403427,0.15570648,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
6,0.6066244479930453,0.18305608602734608,0.039593129598313376,0.25,0.9195407375759738,3.5366181290647676,0.4227696874728451,0.27642455453956827,0.5307701416829396,ETTh1,test,2256,2256,test:2256:6,0.2425474,0.07419374,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
0,0.5598854272161924,0.12185604347759169,0.48138188185848163,0.25,0.5929439698459342,3.487291760205667,0.41454862601003006,0.3877077841840886,0.4191641986186547,ETTh1,test,2280,2280,test:2280:0,1.2062088,2.4139602,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
1,0.3178618297724214,0.05450584875042479,0.33492103212846125,0.375,0.5746098102540782,3.487291760205667,0.41454862601003006,0.23576290355043583,0.4547194787547027,ETTh1,test,2280,2280,test:2280:1,0.9005149,1.0915781,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
2,0.44473363717054104,0.1209009256580302,0.5139970963728685,0.25,0.575996667184798,3.487291760205667,0.41454862601003006,0.3598772197338132,0.4135150977316093,ETTh1,test,2280,2280,test:2280:2,1.254817,2.6806018,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
3,0.1618387289660177,0.06397101814786926,0.39997332880585984,0.375,0.6011801320234668,3.487291760205667,0.41454862601003006,0.2085943586399156,0.46357625267783226,ETTh1,test,2280,2280,test:2280:3,0.8693962,1.0371536,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
4,0.7809626573981703,0.4049459245406537,0.30141389129784313,0.5,0.7929175640993209,3.487291760205667,0.41454862601003006,0.49577415774555567,0.569155396703117,ETTh1,test,2280,2280,test:2280:4,0.6856313,0.81223917,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
5,0.3370430552395838,0.16402884396497724,0.333793705071551,0.625,0.834658707319081,3.487291760205667,0.41454862601003006,0.278288534758704,0.6247357777763703,ETTh1,test,2280,2280,test:2280:5,0.33974925,0.21797411,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
6,0.6144533856172594,0.2605957174580923,0.7454162767391628,0.125,0.7981508070206598,3.487291760205667,0.41454862601003006,0.5401551266048381,0.4458998110102299,ETTh1,test,2280,2280,test:2280:6,0.1470083,0.030981218,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
0,0.274803609947572,0.11641452389041826,0.6714000215470743,0.25,0.7467772095400625,3.45654250694684,0.4094237504754337,0.35420605179502157,0.46873365333849876,ETTh1,test,2304,2304,test:2304:0,0.83217806,1.1127368,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
1,0.4122192955091578,0.13299392814295807,0.5158636361661276,0.25,0.7423289961184932,3.45654250694684,0.4094237504754337,0.3536922866060812,0.467250915531309,ETTh1,test,2304,2304,test:2304:1,0.8917988,1.0625376,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
2,0.4137718695365983,0.0740060228244914,0.6601779289333258,0.25,0.7411567403204234,3.45654250694684,0.4094237504754337,0.3826519404314719,0.4668601635986191,ETTh1,test,2304,2304,test:2304:2,0.8421889,1.1621937,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
3,0.44278046877753574,0.12180889682818924,0.5360814664574836,0.25,0.7341846608765994,3.45654250694684,0.4094237504754337,0.3668902773544029,0.46453613711734437,ETTh1,test,2304,2304,test:2304:3,0.7893949,0.8112393,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
4,0.28124748289155166,0.22865143831272777,0.34850178215822974,0.5,0.8221408175927493,3.45654250694684,0.4094237504754337,0.28613356778750304,0.577188189356061,ETTh1,test,2304,2304,test:2304:4,0.9548628,1.5980266,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
5,0.615318404393218,0.26835636623714154,0.34751030600710087,0.125,0.6896367054326413,3.45654250694684,0.4094237504754337,0.41039502554582014,0.4080201519693583,ETTh1,test,2304,2304,test:2304:5,0.48940507,0.40921172,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
6,0.9064895813290273,0.12121693733201903,0.15150248159998414,0.25,0.7715991766864372,3.45654250694684,0.4094237504754337,0.3930696667536768,0.47700764238729026,ETTh1,test,2304,2304,test:2304:6,0.15061061,0.030737013,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
0,0.6127891545569182,0.2181240613093081,0.2304285844867925,0.25,0.7052136007344115,3.88355275860625,0.48059212563338816,0.35378060011767287,0.47860190878926656,ETTh1,test,2328,2328,test:2328:0,1.0299149,1.4134346,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
1,0.47298090544001636,0.5083742881358906,0.39499397785998547,0.375,0.8475267326763325,3.88355275860625,0.48059212563338816,0.4587830571452975,0.5677062861032401,ETTh1,test,2328,2328,test:2328:1,0.95954925,1.1643893,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
2,0.6180883511666173,0.2173161042234143,0.24457246606177493,0.25,0.6941037484988635,3.88355275860625,0.48059212563338816,0.35999230715060215,0.47489862471075056,ETTh1,test,2328,2328,test:2328:2,1.0768008,1.4898291,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
3,0.7529857041371235,0.40457095548927957,0.3001360136838508,0.25,0.8207169889481667,3.88355275860625,0.48059212563338816,0.48589755777008464,0.5171030381938516,ETTh1,test,2328,2328,test:2328:3,0.7684524,0.7375533,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
4,0.31965914305045484,0.1988279494757517,0.5064775119990886,0.5,0.9497779103638814,3.88355275860625,0.48059212563338816,0.3416548681750984,0.6434566786657565,ETTh1,test,2328,2328,test:2328:4,0.9911919,1.5906359,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
5,0.2657997357484597,0.09038108984289947,0.375605278640702,0.125,0.7827512794991826,3.88355275860625,0.48059212563338816,0.2439287014106871,0.4627811350441902,ETTh1,test,2328,2328,test:2328:5,0.6132431,0.5309301,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
6,0.5501903447175955,0.41508027216344834,0.27929645317555923,0.25,0.8293747198689759,3.88355275860625,0.48059212563338816,0.41485569001886774,0.5199889485007881,ETTh1,test,2328,2328,test:2328:6,0.15399544,0.033529367,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
0,0.43559265834344874,0.045262176324701114,0.7197063653513525,0.25,0.6275751419395098,3.548388832506693,0.42473147137656303,0.40018706667316745,0.4341022044386909,ETTh1,test,2352,2352,test:2352:0,1.0092114,1.348208,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
1,0.15426895855027145,0.11906571396791105,0.529391007881535,0.375,0.907005746977172,3.548388832506693,0.42473147137656303,0.26757522679990586,0.5689124061179117,ETTh1,test,2352,2352,test:2352:1,0.86572903,0.9932758,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
2,0.5962961509554536,0.03767378948305775,0.701254781649041,0.25,0.6259097138024589,3.548388832506693,0.42473147137656303,0.4450749073625175,0.4335470617263406,ETTh1,test,2352,2352,test:2352:2,0.97372776,1.2410588,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
3,0.6513484975399276,0.19678812156947378,0.5892663429241868,0.25,0.878861621921509,3.548388832506693,0.42473147137656303,0.4791343206778627,0.5178643644326907,ETTh1,test,2352,2352,test:2352:3,0.6623016,0.60100234,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
4,0.5747316364057471,0.37333596488686827,0.45823823047719464,0.5,0.8664364935840435,3.548388832506693,0.42473147137656303,0.4687686105899367,0.5970559883202022,ETTh1,test,2352,2352,test:2352:4,0.7162277,0.8199703,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
5,0.3421933777479401,0.221702018460239,0.6114312547729396,0.25,0.7727783443889,3.548388832506693,0.42473147137656303,0.39177555032703953,0.482503271921821,ETTh1,test,2352,2352,test:2352:5,0.63653755,0.54476196,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
6,0.7051914164004307,0.48544200177512253,0.28960294970544825,0.125,0.684911293946631,3.548388832506693,0.42473147137656303,0.4934121226270005,0.41154758844106465,ETTh1,test,2352,2352,test:2352:6,0.3158928,0.1421028,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
0,0.23195852268750372,0.055451069512059,0.24836830090778086,0.25,0.6104395522919317,3.6376358151684767,0.4396059684620695,0.17859263103578119,0.43334850691800036,ETTh1,test,2376,2376,test:2376:0,0.4574395,0.3503251,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
1,0.47219975455798224,0.141534217247957,0.49343740753997145,0.25,0.8964566685288853,3.6376358151684767,0.4396059684620695,0.3690571264486369,0.5286875456636516,ETTh1,test,2376,2376,test:2376:1,0.38241854,0.22462799,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
2,0.14616635013900892,0.04758735375058554,0.32507247529025796,0.25,0.6095625816455668,3.6376358151684767,0.4396059684620695,0.17294205972661747,0.4330561833692121,ETTh1,test,2376,2376,test:2376:2,0.4720309,0.38676444,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
3,0.6498864953198764,0.08711919775146647,0.41687009119218077,0.25,0.8718981409564349,3.6376358151684767,0.4396059684620695,0.38462526142117454,0.5205013698061681,ETTh1,test,2376,2376,test:2376:3,0.3422513,0.17898083,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
4,0.8310717357352209,0.24638273473402778,0.4608374246773231,0.5,0.7742178012128113,3.6376358151684767,0.4396059684620695,0.5127639650488572,0.5712745898916269,ETTh1,test,2376,2376,test:2376:4,0.5547732,0.48097,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
5,0.6348701917444668,0.14930227217201508,0.7323634487375406,0.625,0.7987464463119326,3.6376358151684767,0.4396059684620695,0.5055119708846741,0.621117471591334,ETTh1,test,2376,2376,test:2376:5,0.26295188,0.122849666,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
6,0.3151396478200903,0.14836438895586387,0.015848628243581096,0.125,0.6156509042491947,3.6376358151684767,0.4396059684620695,0.15978422167317843,0.3934189575704214,ETTh1,test,2376,2376,test:2376:6,0.40992746,0.22810368,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
0,0.5683535824121083,0.07320365699413112,0.46758303727017264,0.25,0.5514288989801636,3.2364279623258345,0.3727379930997424,0.369713425558804,0.3913889640266353,ETTh1,test,2400,2400,test:2400:0,0.433717,0.30653486,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
1,0.6932132802826578,0.18920592231944672,0.4588604976303678,0.75,0.9086364235609528,3.2364279623258345,0.3727379930997424,0.44709323341082413,0.6771248055535651,ETTh1,test,2400,2400,test:2400:1,0.48551628,0.35264835,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
2,0.5667013262348339,0.060416127216706694,0.2878741924322101,0.25,0.5584770490932576,3.2364279623258345,0.3727379930997424,0.3049972152945836,0.3937383473976667,ETTh1,test,2400,2400,test:2400:2,0.50075525,0.41622707,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
3,0.7315243502602539,0.18555344544197283,0.5947852935072446,0.5,0.8789972481676125,3.2364279623258345,0.3727379930997424,0.5039543630698238,0.5839117470891183,ETTh1,test,2400,2400,test:2400:3,0.39248085,0.23846848,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
4,0.5796288970678003,0.20864854757045115,0.4294983408249909,0.25,0.7460307474901635,3.2364279623258345,0.3727379930997424,0.40592526182108074,0.456256246863302,ETTh1,test,2400,2400,test:2400:4,0.52589226,0.58935434,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
5,0.5548710199677738,0.30096914705279987,0.44804163776516054,0.875,0.9298936573010691,3.2364279623258345,0.3727379930997424,0.4346272682619114,0.7258772168002704,ETTh1,test,2400,2400,test:2400:5,0.27973446,0.13398762,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
6,0.5037644446031349,0.2610609333744475,0.8901094692981011,0.125,0.6805416674115013,3.2364279623258345,0.3727379930997424,0.5516449490918945,0.39275988683708124,ETTh1,test,2400,2400,test:2400:6,0.49395052,0.3064897,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
0,0.4064954812412006,0.05051216892907171,0.537081062079015,0.25,0.6504817302368259,3.4596062190878256,0.409934369164747,0.33136290408309577,0.4368053664671909,ETTh1,test,2424,2424,test:2424:0,0.4372418,0.3053632,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
1,0.26959261491823694,0.14308108066094474,0.6718298859602678,0.625,0.9118817539532494,3.4596062190878256,0.409934369164747,0.36150119384648316,0.6489387077059988,ETTh1,test,2424,2424,test:2424:1,0.3942001,0.24603379,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
2,0.5016033363880058,0.0469135115087614,0.3487333751333887,0.25,0.6618704330481716,3.4596062190878256,0.409934369164747,0.29908340767671865,0.4406016007376395,ETTh1,test,2424,2424,test:2424:2,0.45951518,0.3250307,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
3,0.33008231395425847,0.20789179987616824,0.5592425859671054,0.375,0.8938139767797139,3.4596062190878256,0.409934369164747,0.3657388999325107,0.5595827819814869,ETTh1,test,2424,2424,test:2424:3,0.36258337,0.20282423,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
4,0.26038712666179264,0.15019613591262881,0.5415865500816134,0.875,0.7794243503893873,3.4596062190878256,0.409934369164747,0.3173899375520116,0.6881195731847115,ETTh1,test,2424,2424,test:2424:4,0.5456455,0.50444204,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
5,0.5847993446278795,0.2540768030855203,0.5128457091979924,0.875,0.9366809099543962,3.4596062190878256,0.409934369164747,0.45057395230379743,0.7405384263730478,ETTh1,test,2424,2424,test:2424:5,0.25697,0.11073774,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
6,0.7705411228974601,0.10849024315075306,0.27732658549559075,0.25,0.6616729194364784,3.4596062190878256,0.409934369164747,0.38545265051460137,0.44053576286707513,ETTh1,test,2424,2424,test:2424:6,0.40656817,0.20125079,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
0,0.14555244147490887,0.10192150619136917,0.7382001777784595,0.25,0.5321612423492605,3.188703712628059,0.3647839514967033,0.3285580418149125,0.3823150646153213,ETTh1,test,2448,2448,test:2448:0,0.4332551,0.29786277,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
1,0.3744979946999306,0.030343188732081798,0.417373589801563,0.375,0.7058905397999392,3.188703712628059,0.3647839514967033,0.27407159107785845,0.4818914970988808,ETTh1,test,2448,2448,test:2448:1,0.38285494,0.22344156,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
2,0.10160009216530219,0.09756194688257112,0.8061869516748272,0.25,0.5424447137529301,3.188703712628059,0.3647839514967033,0.33511633024090015,0.3857428884165445,ETTh1,test,2448,2448,test:2448:2,0.44293222,0.31859487,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
3,0.13358989096226281,0.0743195975878346,0.49653166311515484,0.375,0.6745532604315907,3.188703712628059,0.3647839514967033,0.23481371722175073,0.47144573730943135,ETTh1,test,2448,2448,test:2448:3,0.3553106,0.1844594,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
4,0.08391875792990544,0.09744669670136753,0.39614357250816984,0.75,0.8258420161913105,3.188703712628059,0.3647839514967033,0.1925030090464809,0.6468753225626712,ETTh1,test,2448,2448,test:2448:4,0.5273023,0.4531262,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
5,0.36126608555758943,0.10937515733570992,0.4642793531266102,1.0,0.8606062859073529,3.188703712628059,0.3647839514967033,0.31164019867330317,0.7417967458013521,ETTh1,test,2448,2448,test:2448:5,0.26862475,0.1201142,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
6,0.5670515381770979,0.07762632024638973,0.4298531761488758,0.25,0.7976535553787035,3.188703712628059,0.3647839514967033,0.3581770115241211,0.4708125022918022,ETTh1,test,2448,2448,test:2448:6,0.20418163,0.061546277,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
0,0.42030635814711725,0.05601433040622518,0.7254007240946442,0.25,0.4757509849202623,2.9485277917297545,0.32475463141370137,0.4005738042159955,0.35016853877798787,ETTh1,test,2472,2472,test:2472:0,0.5547426,0.63363963,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
1,0.23588620576521024,0.06323919397546515,0.5710407950843018,0.375,0.6937069015517795,2.9485277917297545,0.32475463141370137,0.29005539827499244,0.4644871776551603,ETTh1,test,2472,2472,test:2472:1,0.32705334,0.17324845,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
2,0.3920785126545946,0.07872442559217885,0.5178115852078077,0.25,0.4897117699681886,2.9485277917297545,0.32475463141370137,0.3295381744848604,0.35482213379396327,ETTh1,test,2472,2472,test:2472:2,0.57626617,0.717768,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
3,0.3280244132438215,0.10292917068014634,0.5670197889739297,0.375,0.644013153487866,2.9485277917297545,0.32475463141370137,0.3326577909659658,0.44792259496718917,ETTh1,test,2472,2472,test:2472:3,0.28680438,0.13208872,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
4,0.5694752175152716,0.15197210400339345,0.513961759087794,1.0,0.8720376737866333,2.9485277917297545,0.32475463141370137,0.4118030268688197,0.7322641017334449,ETTh1,test,2472,2472,test:2472:4,0.5179838,0.4225912,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
5,0.1265832071692834,0.1753416465575296,0.48998566376066977,1.0,0.9121055081344753,2.9485277917297545,0.32475463141370137,0.2639701724958276,0.7456200465160588,ETTh1,test,2472,2472,test:2472:5,0.33701897,0.16711311,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
6,0.8743930799594268,0.2541362447770676,0.09314752916097066,0.25,0.8545947548202678,2.9485277917297545,0.32475463141370137,0.40722561796582174,0.476449795411323,ETTh1,test,2472,2472,test:2472:6,0.3189652,0.18525542,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
0,0.07492188394783406,0.009094018335056974,0.734044161381171,0.25,0.35138014865368433,3.0953183893191145,0.3492197309711529,0.2726866878880207,0.3168666265416124,ETTh1,test,2496,2496,test:2496:0,0.7716923,1.2978019,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
1,0.3648060382104039,0.06158402542509456,0.6641962555065275,0.375,0.6950978651891323,3.0953183893191145,0.3492197309711529,0.363528773047342,0.47310586538676175,ETTh1,test,2496,2496,test:2496:1,0.27596706,0.112811126,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
2,0.16401729152414335,0.011201556450499375,0.6525340758393692,0.25,0.3550424200249886,3.0953183893191145,0.3492197309711529,0.2759176412713373,0.31808738366538053,ETTh1,test,2496,2496,test:2496:2,0.8227032,1.5509335,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
3,0.3562547761489684,0.11274151896999914,0.5495492982924143,0.375,0.6576443730945919,3.0953183893191145,0.3492197309711529,0.33951519780379397,0.46062136802191495,ETTh1,test,2496,2496,test:2496:3,0.2223988,0.08071812,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
4,0.1871359223928416,0.24582995451691841,0.5165465506614454,1.0,0.9063669802530846,3.0953183893191145,0.3492197309711529,0.31650414252373515,0.751862237074746,ETTh1,test,2496,2496,test:2496:4,0.5853905,0.59914416,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
5,0.4582306439136745,0.1658426142035276,0.5178217721447009,1.0,0.8702078985164525,3.0953183893191145,0.3492197309711529,0.3806316767539677,0.7398092098292018,ETTh1,test,2496,2496,test:2496:5,0.39313698,0.2375785,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
6,0.8133344729640314,0.196338786659514,0.22821161621541416,0.375,0.8358462898382016,3.0953183893191145,0.3492197309711529,0.41262829194631984,0.5200220069364515,ETTh1,test,2496,2496,test:2496:6,0.61227244,0.5022161,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
0,0.1639207508564966,0.026385197876333893,0.5037641783963729,0.25,0.3454828861462389,3.596793063333506,0.43279884316758627,0.2313567090430678,0.3427605764379417,ETTh1,test,2520,2520,test:2520:0,0.8391361,1.459713,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
1,0.27379155628703433,0.05770710521106473,0.49247060380482693,0.375,0.6611668183466586,3.596793063333506,0.43279884316758627,0.274656421767642,0.48965522050474825,ETTh1,test,2520,2520,test:2520:1,0.26282755,0.11047348,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
2,0.1159254935333962,0.02986146546370458,0.3934754484623303,0.25,0.35851649974665617,3.596793063333506,0.43279884316758627,0.17975413581981037,0.34710511430474744,ETTh1,test,2520,2520,test:2520:2,0.8852417,1.6596562,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
3,0.1535380657405675,0.05338143974288666,0.46948496259683703,0.375,0.6246911166669189,3.596793063333506,0.43279884316758627,0.22546815602676373,0.47749665327816837,ETTh1,test,2520,2520,test:2520:3,0.21000142,0.07320916,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
4,0.5045814811169711,0.1330866301257725,0.4311744361444614,0.625,0.9155193091159954,3.596793063333506,0.43279884316758627,0.3562808491290683,0.6577727174278606,ETTh1,test,2520,2520,test:2520:4,0.42198968,0.3049012,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
5,0.32916055659842025,0.1811203882894823,0.5642832294584211,0.875,0.9143758169646019,3.596793063333506,0.43279884316758627,0.35818805811544124,0.7407248867107294,ETTh1,test,2520,2520,test:2520:5,0.3111904,0.14962798,MultiPatchFormer,3407,width,1,4,256,256,96,MultiPatchFormer__ETTh1__h96__width__d1__wg4__s3407
