channel,u_change,u_spectral,u_surprise,m_peak,m_band,channel_effective_rank,m_channel,U,M,dataset,segment,sample_index,window_start,unit_id,loss_mae,loss_mse,model,seed,axis,depth,width_group,width,coupled_width,horizon,run_id
6,0.8326628619624762,0.20219937985539027,0.029667762634620738,0.125,0.7444850672456375,2.340846817350593,0.22347446918597472,0.35484333481749575,0.3643198454772041,ETTh1,test,336,336,test:336:6,0.1518612,0.035286374,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
0,0.5296582004885644,0.06081152191444124,0.09857675910317838,0.25,0.7349777786248198,2.715596620377654,0.2859327695863877,0.22968216050206136,0.42363684940373586,ETTh1,test,360,360,test:360:0,0.6599446,1.0178542,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
1,0.1313891364968489,0.2594259543553934,0.4790592847753517,0.5,0.7998198969016848,2.715596620377654,0.2859327695863877,0.289958125209198,0.5285842221626909,ETTh1,test,360,360,test:360:1,0.12656079,0.026929175,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
2,0.4414007724813749,0.06846725248249484,0.07607903072794454,0.25,0.7130586376096062,2.715596620377654,0.2859327695863877,0.19531568523060475,0.41633046906533133,ETTh1,test,360,360,test:360:2,0.6308229,0.969354,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
3,0.2745299992978998,0.2821419967796043,0.4710827137426945,0.5,0.7858553795373274,2.715596620377654,0.2859327695863877,0.34258490327339947,0.5239293830412385,ETTh1,test,360,360,test:360:3,0.07700191,0.011624928,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
4,0.4991250691695617,0.09911372160998452,0.21660259530164022,0.25,0.7449270693311578,2.715596620377654,0.2859327695863877,0.2716137953603955,0.4269532796391819,ETTh1,test,360,360,test:360:4,0.34365702,0.18159951,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
5,0.42592048461500587,0.20158632890596764,0.4999999993761433,0.25,0.8465064398509548,2.715596620377654,0.2859327695863877,0.37583560429903895,0.46081306981244746,ETTh1,test,360,360,test:360:5,0.06417037,0.006464124,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
6,0.8513494739409803,0.14457648463541484,0.09335336922041462,0.125,0.7437739321264282,2.715596620377654,0.2859327695863877,0.3630931092656033,0.384902233904272,ETTh1,test,360,360,test:360:6,0.19653761,0.061002914,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
0,0.2677355397147553,0.12393644021566766,0.469808618498265,0.375,0.7942978579126352,2.5960042969052135,0.2660007157075344,0.28716019947622934,0.47843285787338985,ETTh1,test,384,384,test:384:0,1.0107076,1.6382569,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
1,0.0,0.1826326374018945,0.5029591366384258,0.375,0.791913065486547,2.5960042969052135,0.2660007157075344,0.22853059134677345,0.47763792706469377,ETTh1,test,384,384,test:384:1,0.13409345,0.030640671,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
2,0.42197979135613795,0.12425150364336572,0.44113315839436384,0.375,0.7839313841967526,2.5960042969052135,0.2660007157075344,0.32912148446462247,0.4749773666347623,ETTh1,test,384,384,test:384:2,0.9531436,1.4996667,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
3,0.0,0.2262872836742203,0.4961083279041262,0.5,0.7718580714848357,2.5960042969052135,0.2660007157075344,0.24079853719278219,0.5126195957307901,ETTh1,test,384,384,test:384:3,0.08536061,0.012383189,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
4,0.1374526288515977,0.048259510577344275,0.4840885649840198,0.25,0.771989966193164,2.5960042969052135,0.2660007157075344,0.22326690147098727,0.4293302273002328,ETTh1,test,384,384,test:384:4,0.50781536,0.38890865,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
5,0.31309928076793625,0.10652778731828388,0.46759515096155563,0.5,0.902520944557679,2.5960042969052135,0.2660007157075344,0.2957407396825919,0.5561738867550711,ETTh1,test,384,384,test:384:5,0.07326718,0.0077737886,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
6,0.755144745121253,0.12786196985585604,0.031237327499008732,0.25,0.7690864443100716,2.5960042969052135,0.2660007157075344,0.30474801415870595,0.4283623866725353,ETTh1,test,384,384,test:384:6,0.2452609,0.08373329,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
0,0.2552222336362716,0.10795980433783493,0.4259548885550044,0.375,0.7880060511413642,3.110922021778706,0.3518203363767504,0.26304564217637033,0.5049421291727049,ETTh1,test,408,408,test:408:0,0.40996978,0.54599446,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
1,0.34742327612788015,0.293869212622628,0.5467494387995084,0.5,0.7778443970286739,3.110922021778706,0.3518203363767504,0.3960139758500055,0.5432215778018081,ETTh1,test,408,408,test:408:1,0.11688905,0.02263909,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
2,0.2770944896934,0.10666711400070203,0.35301496279632255,0.25,0.7765431323121953,3.110922021778706,0.3518203363767504,0.24559218883014156,0.4594544895629819,ETTh1,test,408,408,test:408:2,0.3903613,0.51723886,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
3,0.23547447558931345,0.2989375604919362,0.5729850637685288,0.5,0.7657100842063532,3.110922021778706,0.3518203363767504,0.3691323666165928,0.5391768068610346,ETTh1,test,408,408,test:408:3,0.071395256,0.008507072,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
4,0.36159918019871606,0.11511203166068229,0.5999369561583373,0.375,0.7718202865484736,3.110922021778706,0.3518203363767504,0.3588827226725786,0.499546874308408,ETTh1,test,408,408,test:408:4,0.31787348,0.1448531,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
5,0.2100290119691971,0.09273384168228282,0.5611735078697779,0.375,0.8648588290663536,3.110922021778706,0.3518203363767504,0.28797878717375264,0.5305597218143681,ETTh1,test,408,408,test:408:5,0.09567088,0.01219627,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
6,0.6844390812654393,0.19158538933797054,0.0901743995018071,0.375,0.7327212868881715,3.110922021778706,0.3518203363767504,0.3220662900350723,0.4865138744216407,ETTh1,test,408,408,test:408:6,0.1521346,0.03826579,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
0,0.4083789353536542,0.1193899968865543,0.2500216261529653,0.25,0.8213395987261893,2.5748235915882813,0.26247059816059587,0.25926351946439125,0.44460339896226175,ETTh1,test,432,432,test:432:0,0.66008765,1.4904121,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
1,0.03316230429029554,0.08984261171540059,0.49596453277132996,0.375,0.7864030011964219,2.5748235915882813,0.26247059816059587,0.20632314959234202,0.474624533119006,ETTh1,test,432,432,test:432:1,0.1407296,0.034934904,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
2,0.4953533897993735,0.17229000443569026,0.5069921558235919,0.25,0.8114621605054512,2.5748235915882813,0.26247059816059587,0.3915451833528852,0.44131091955534907,ETTh1,test,432,432,test:432:2,0.6340918,1.4160799,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
3,0.002808830562579745,0.07033488221804826,0.6060550324908667,0.375,0.7826010348817679,2.5748235915882813,0.26247059816059587,0.2263995817571649,0.47335721101412126,ETTh1,test,432,432,test:432:3,0.09578381,0.016887894,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
4,0.3776446833139031,0.0578668288175912,0.28631793564963487,0.375,0.6960941857744564,2.5748235915882813,0.26247059816059587,0.24060981592704303,0.4445215946450174,ETTh1,test,432,432,test:432:4,0.31463167,0.1626284,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
5,0.49180270752335276,0.15071790426024517,0.42004600763314087,0.25,0.8238419725702236,2.5748235915882813,0.26247059816059587,0.35418887313891295,0.4454375235769399,ETTh1,test,432,432,test:432:5,0.07796256,0.011596234,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
6,0.6365543468066879,0.4209479001946384,0.5824474984408287,0.5,0.8602748445432471,2.5748235915882813,0.26247059816059587,0.5466499151473849,0.5409151475679477,ETTh1,test,432,432,test:432:6,0.1796514,0.047181398,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
0,0.524829101046119,0.20069477717910505,0.30239728632961194,0.25,0.7601389732883254,2.5931574115423857,0.26552623481452053,0.34264038818494535,0.42522173603428204,ETTh1,test,456,456,test:456:0,0.78752214,1.8530763,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
1,0.3416406547234242,0.21033598266109493,0.42809061000152193,0.375,0.6782583730697219,2.5931574115423857,0.26552623481452053,0.3266890824620137,0.4395948692947475,ETTh1,test,456,456,test:456:1,0.21059155,0.0756731,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
2,0.47085556109023263,0.17866423762411465,0.31214968024238515,0.25,0.750319793800905,2.5931574115423857,0.26552623481452053,0.3205564929855775,0.4219486762051418,ETTh1,test,456,456,test:456:2,0.71917266,1.7084775,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
3,0.27053484247408066,0.2807741025584441,0.48555498352334486,0.5,0.7005802139407747,2.5931574115423857,0.26552623481452053,0.3456213095186232,0.4887021495850985,ETTh1,test,456,456,test:456:3,0.14580281,0.04346898,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
4,0.34535246560789323,0.1478215790286203,0.34800188627942014,0.25,0.6274822523368456,2.5931574115423857,0.26552623481452053,0.2803919769719779,0.3810028290504554,ETTh1,test,456,456,test:456:4,0.4419124,0.3078568,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
5,0.36059513579480273,0.24133015839068622,0.41249720400972356,0.25,0.7289698761084583,2.5931574115423857,0.26552623481452053,0.33814083273173745,0.4148320369743263,ETTh1,test,456,456,test:456:5,0.09823584,0.017860467,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
6,0.6415150272296326,0.21240908934543762,0.13575886361806352,0.375,0.8683062434319936,2.5931574115423857,0.26552623481452053,0.3298943267310446,0.5029441594155047,ETTh1,test,456,456,test:456:6,0.2384888,0.07441532,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
0,0.2031869030656528,0.18543611608472096,0.36669462839769423,0.375,0.802072112526381,2.507557327757493,0.2512595542074829,0.2517725491826894,0.4761105555779546,ETTh1,test,480,480,test:480:0,1.0451232,2.6358304,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
1,0.47565937130737024,0.08797375073781197,0.3815127314582431,0.375,0.6676720178575536,2.507557327757493,0.2512595542074829,0.31504861783447513,0.43131052402167885,ETTh1,test,480,480,test:480:1,0.3201144,0.15707725,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
2,0.08164756680616048,0.22966685194418346,0.4321835662247,0.375,0.8614343356485628,2.507557327757493,0.2512595542074829,0.24783266165834797,0.4958979632853486,ETTh1,test,480,480,test:480:2,0.95212793,2.4283853,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
3,0.44312772958704294,0.08076716555667861,0.3928571090023555,0.5,0.6624125814193864,2.507557327757493,0.2512595542074829,0.3055840013820257,0.47122404520895644,ETTh1,test,480,480,test:480:3,0.26445022,0.109660126,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
4,0.3240337358010691,0.043862842959715154,0.40806811696641565,0.25,0.5550266043543827,2.507557327757493,0.2512595542074829,0.2586548985757333,0.3520953861872885,ETTh1,test,480,480,test:480:4,0.60017544,0.49018636,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
5,0.6750561689589953,0.03577916624131856,0.43684997263658865,0.25,0.5715550545552561,2.507557327757493,0.2512595542074829,0.38256176927896757,0.3576048695875797,ETTh1,test,480,480,test:480:5,0.14442708,0.047885705,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
6,0.12487867737336744,0.32680444837545763,0.44642316984603436,0.125,0.7138457925055293,2.507557327757493,0.2512595542074829,0.2993687651982865,0.3633684489043374,ETTh1,test,480,480,test:480:6,0.2537904,0.081317075,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
0,0.361078489926946,0.11206675752378079,0.4669619317629605,0.25,0.8558795512176628,2.875362009119311,0.31256033433228464,0.3133690597378958,0.4728132951833159,ETTh1,test,504,504,test:504:0,0.68297696,1.3077697,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
1,0.2214088709785199,0.04719139574830131,0.5014989243557223,0.25,0.5674395948310785,2.875362009119311,0.31256033433228464,0.25669973036084787,0.37666664305445435,ETTh1,test,504,504,test:504:1,0.37043628,0.19508791,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
2,0.24815004209001612,0.09501256117254385,0.4571678305685326,0.25,0.8610841771978103,2.875362009119311,0.31256033433228464,0.26677681127703085,0.4745481705100316,ETTh1,test,504,504,test:504:2,0.6520824,1.3027098,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
3,0.3597795532000416,0.07533070376709289,0.4808814140680749,0.25,0.5855377953247403,2.875362009119311,0.31256033433228464,0.30533055701173645,0.38269937655234165,ETTh1,test,504,504,test:504:3,0.31592825,0.14288805,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
4,0.23416132897544484,0.043906174468401185,0.5274335162071137,0.25,0.5837089592339363,2.875362009119311,0.31256033433228464,0.26850033988365324,0.3820897645220736,ETTh1,test,504,504,test:504:4,0.4702516,0.28897694,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
5,0.3139380549354731,0.05710435526545118,0.34416864394784996,0.25,0.5465375206906453,2.875362009119311,0.31256033433228464,0.23840368471625806,0.3696992850076433,ETTh1,test,504,504,test:504:5,0.16640209,0.05431838,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
6,0.5753453153384451,0.206546718435316,0.38633952426884915,0.125,0.803371836974134,2.875362009119311,0.31256033433228464,0.3894105193475368,0.41364405710213953,ETTh1,test,504,504,test:504:6,0.14118639,0.036417272,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
0,0.625141815356595,0.2533528564784124,0.6117994947726957,0.25,0.8076191389099934,2.389808366703155,0.23163472739780128,0.4967647222025677,0.4297512887692649,ETTh1,test,528,528,test:528:0,0.60217744,0.71187395,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
1,0.3405564561608123,0.16167435675141442,0.5249656024631916,0.375,0.7333271072952625,2.389808366703155,0.23163472739780128,0.3423988051251394,0.4466539448976879,ETTh1,test,528,528,test:528:1,0.48529088,0.30547357,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
2,0.6413761673416325,0.37497338445895234,0.566261725588217,0.25,0.7950541095668362,2.389808366703155,0.23163472739780128,0.5275370924629339,0.4255629456548791,ETTh1,test,528,528,test:528:2,0.6129639,0.7460657,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
3,0.27688378601569863,0.15067255820154496,0.4773359109413584,0.5,0.780425552107482,2.389808366703155,0.23163472739780128,0.301630751719534,0.5040200931684278,ETTh1,test,528,528,test:528:3,0.46070027,0.27692184,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
4,0.3674153083916555,0.12530372136462148,0.6425316070604743,0.25,0.6682120954934958,2.389808366703155,0.23163472739780128,0.37841687893891707,0.383282274297099,ETTh1,test,528,528,test:528:4,0.31562796,0.14637965,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
5,0.6593405882525245,0.05797639116197559,0.5767044442987441,0.25,0.6418254706026594,2.389808366703155,0.23163472739780128,0.43134047457108143,0.3744867326668202,ETTh1,test,528,528,test:528:5,0.16634445,0.055566818,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
6,0.8640381303190109,0.3299531308441702,0.37430401855871726,0.125,0.7626639167549693,2.389808366703155,0.23163472739780128,0.5227650932406328,0.37309954805092355,ETTh1,test,528,528,test:528:6,0.12497891,0.028359199,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
0,0.49954684383880255,0.044453609603730876,0.7044141554438579,0.25,0.7710661671507522,2.8776846067650577,0.3129474339392639,0.4161382029621305,0.4446712003633387,ETTh1,test,552,552,test:552:0,0.5895632,0.7316881,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
1,0.3667147604609301,0.40020140314856223,0.7149386941241362,0.5,0.8053468711418729,2.8776846067650577,0.3129474339392639,0.49395161924454284,0.5394314350270456,ETTh1,test,552,552,test:552:1,0.2788534,0.11184681,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
2,0.5187580032522023,0.04011827023264381,0.6051716522613229,0.25,0.7538308500056815,2.8776846067650577,0.3129474339392639,0.38801597524872306,0.43892609464831517,ETTh1,test,552,552,test:552:2,0.59883195,0.7769091,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
3,0.5299729486534215,0.5139484848702431,0.5969303072993616,0.5,0.8509074394407309,2.8776846067650577,0.3129474339392639,0.5469505802743421,0.5546182911266649,ETTh1,test,552,552,test:552:3,0.3239274,0.1475558,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
4,0.46280493090248476,0.08410520820604907,0.6818159534005968,0.25,0.6754504962627267,2.8776846067650577,0.3129474339392639,0.4095753641697102,0.41279931006733017,ETTh1,test,552,552,test:552:4,0.3088439,0.16233462,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
5,0.44790155964962763,0.06814856046482502,0.4327448597566562,0.25,0.6171118973056823,2.8776846067650577,0.3129474339392639,0.3162649932903696,0.39335311041498205,ETTh1,test,552,552,test:552:5,0.20340204,0.07284855,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
6,0.8391407640094253,0.12172727526838503,0.05596190527731589,0.125,0.8403005999740145,2.8776846067650577,0.3129474339392639,0.3389433148517087,0.42608267797109284,ETTh1,test,552,552,test:552:6,0.1527019,0.03704914,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
0,0.4971823295167762,0.12594934839966887,0.31421045358018884,0.25,0.7381490310186827,2.9945928751223976,0.33243214529967935,0.31244737716554466,0.44019372543945395,ETTh1,test,576,576,test:576:0,0.62827337,0.74705654,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
1,0.7963742218959348,0.22291467893141026,0.5881921187052156,0.625,0.8335379814539137,2.9945928751223976,0.33243214529967935,0.5358270065108536,0.5969900422511977,ETTh1,test,576,576,test:576:1,0.25500926,0.09533126,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
2,0.4611291417405926,0.10233075225587554,0.3101618840574592,0.25,0.7115460547223897,2.9945928751223976,0.33243214529967935,0.2912072593513091,0.43132606667402307,ETTh1,test,576,576,test:576:2,0.62745935,0.7805385,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
3,0.6930747091402936,0.16167762230762167,0.3094094910201196,0.5,0.9133744470447902,2.9945928751223976,0.33243214529967935,0.38805394082267836,0.5819355307814899,ETTh1,test,576,576,test:576:3,0.25566092,0.09176602,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
4,0.16781406993110837,0.04088659765916232,0.47783635895224413,0.25,0.7181596043670572,2.9945928751223976,0.33243214529967935,0.2288456755141716,0.4335305832222455,ETTh1,test,576,576,test:576:4,0.2823296,0.1439811,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
5,0.30007961116733006,0.06733390366552444,0.5116501196444944,0.25,0.7165370199535325,2.9945928751223976,0.33243214529967935,0.2930212114924496,0.4329897217510706,ETTh1,test,576,576,test:576:5,0.15837812,0.044284433,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
6,0.36920738259662866,0.5140442904253267,0.3347869426792102,0.5,0.9468819044260077,2.9945928751223976,0.33243214529967935,0.40601287190038854,0.5931046832418957,ETTh1,test,576,576,test:576:6,0.14699727,0.033889163,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
0,0.18478862859077794,0.08870520228553032,0.756622572942557,0.25,0.7147348534016522,2.6616222251420742,0.2769370370621173,0.3433721346062884,0.4138906301545899,ETTh1,test,600,600,test:600:0,0.7272153,1.1748422,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
1,0.33608035348927634,0.1412073490373515,0.09884321935598453,0.25,0.855852977148874,2.6616222251420742,0.2769370370621173,0.19204364062753745,0.4609300047369971,ETTh1,test,600,600,test:600:1,0.28459734,0.11413986,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
2,0.1403333402929463,0.09103766531763056,0.8262460255747159,0.25,0.700159429059153,2.6616222251420742,0.2769370370621173,0.3525390103950976,0.40903215537375676,ETTh1,test,600,600,test:600:2,0.76444143,1.2698598,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
3,0.6369894112215261,0.13340099328061794,0.05661135250387263,0.375,0.9188343093195583,2.6616222251420742,0.2769370370621173,0.2756672523353389,0.5235904487938919,ETTh1,test,600,600,test:600:3,0.28151205,0.11130252,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
4,0.20439459379383362,0.05912493760416773,0.5420785704203879,0.25,0.6749915649945224,2.6616222251420742,0.2769370370621173,0.2685327006061297,0.40064286735221327,ETTh1,test,600,600,test:600:4,0.22304948,0.10655314,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
5,0.5191418681540736,0.07783401448046327,0.5984525229766056,0.25,0.6446107569590915,2.6616222251420742,0.2769370370621173,0.3984761352037141,0.39051593134040297,ETTh1,test,600,600,test:600:5,0.16305387,0.04758191,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
6,0.32287806205150604,0.21033965857912992,0.5191804668300268,0.5,0.9330097082636393,2.6616222251420742,0.2769370370621173,0.3507993958202209,0.5699822484419189,ETTh1,test,600,600,test:600:6,0.22065914,0.07425687,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
0,0.09361519876522106,0.12291674928195982,0.2226828983376111,0.25,0.7596380689433491,3.30876060636729,0.38479343375322594,0.14640494879493068,0.46481050089885834,ETTh1,test,624,624,test:624:0,0.5636458,0.59371066,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
1,0.5714286317042816,0.15671396896522533,0.5601687374469195,0.375,0.8784798166056071,3.30876060636729,0.38479343375322594,0.42943711270547547,0.5460910834529443,ETTh1,test,624,624,test:624:1,0.29576948,0.13402316,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
2,0.11609860888344137,0.1030531868053765,0.21820054467471506,0.25,0.7458747694566161,3.30876060636729,0.38479343375322594,0.14578411345451098,0.4602227344032807,ETTh1,test,624,624,test:624:2,0.5833597,0.64782,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
3,0.5614578944039463,0.2129138822415301,0.5561326959353116,0.375,0.8845382325697603,3.30876060636729,0.38479343375322594,0.44350149086026264,0.5481105554409954,ETTh1,test,624,624,test:624:3,0.29948157,0.13488765,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
4,0.29097764378352076,0.024400697506672914,0.5920646609337379,0.25,0.6254239110364522,3.30876060636729,0.38479343375322594,0.3024810007413105,0.42007244826322604,ETTh1,test,624,624,test:624:4,0.18399148,0.09194997,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
5,0.5633446590895099,0.12626999226747482,0.2199042461119409,0.125,0.6780638106312366,3.30876060636729,0.38479343375322594,0.3031729658229752,0.39595241479482085,ETTh1,test,624,624,test:624:5,0.17657077,0.051556688,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
6,0.24229872538448893,0.09375190329968233,0.407121701945204,0.25,0.7910494799211241,3.30876060636729,0.38479343375322594,0.2477241102097917,0.47528097122478336,ETTh1,test,624,624,test:624:6,0.28925946,0.11564505,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
0,0.2940466392660729,0.205654031644869,0.5532315422055976,0.25,0.7821900568885349,2.6494882556914283,0.27491470882371355,0.35097740437217984,0.43570158857074953,ETTh1,test,648,648,test:648:0,0.600064,0.6068416,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
1,0.6090273071229628,0.4051989338382377,0.25965863228391756,0.75,0.9596700780406091,2.6494882556914283,0.27491470882371355,0.4246282910817061,0.6615282622881076,ETTh1,test,648,648,test:648:1,0.2752966,0.11900803,PatchTST,3407,depth,3,4,16,128,96,PatchTST__ETTh1__h96__depth__d3__wg4__s3407
